,country,year,cases,sex,age
50679,SB,2002,7.0,m,55-64
79525,SB,2003,9.0,f,0-14
85294,SB,2003,14.0,f,15-24
91063,SB,2003,14.0,f,25-34
96832,SB,2003,16.0,f,35-44
102601,SB,2003,13.0,f,45-54
108370,SB,2003,10.0,f,55-64
21835,SB,2003,4.0,m,0-14
27604,SB,2003,14.0,m,15-24
33373,SB,2003,9.0,m,25-34
39142,SB,2003,12.0,m,35-44
44911,SB,2003,14.0,m,45-54
50680,SB,2003,8.0,m,55-64
79526,SB,2004,10.0,f,0-14
85295,SB,2004,22.0,f,15-24
91064,SB,2004,20.0,f,25-34
96833,SB,2004,13.0,f,35-44
102602,SB,2004,14.0,f,45-54
108371,SB,2004,8.0,f,55-64
21836,SB,2004,6.0,m,0-14
27605,SB,2004,11.0,m,15-24
33374,SB,2004,12.0,m,25-34
39143,SB,2004,8.0,m,35-44
44912,SB,2004,11.0,m,45-54
50681,SB,2004,9.0,m,55-64
79527,SB,2005,9.0,f,0-14
85296,SB,2005,23.0,f,15-24
91065,SB,2005,21.0,f,25-34
96834,SB,2005,12.0,f,35-44
102603,SB,2005,11.0,f,45-54
108372,SB,2005,9.0,f,55-64
21837,SB,2005,4.0,m,0-14
27606,SB,2005,14.0,m,15-24
33375,SB,2005,18.0,m,25-34
39144,SB,2005,9.0,m,35-44
44913,SB,2005,15.0,m,45-54
50682,SB,2005,12.0,m,55-64
79528,SB,2006,4.0,f,0-14
85297,SB,2006,16.0,f,15-24
91066,SB,2006,14.0,f,25-34
96835,SB,2006,9.0,f,35-44
102604,SB,2006,14.0,f,45-54
108373,SB,2006,8.0,f,55-64
21838,SB,2006,1.0,m,0-14
27607,SB,2006,13.0,m,15-24
33376,SB,2006,11.0,m,25-34
39145,SB,2006,4.0,m,35-44
44914,SB,2006,4.0,m,45-54
50683,SB,2006,14.0,m,55-64
79529,SB,2007,5.0,f,0-14
85298,SB,2007,12.0,f,15-24
91067,SB,2007,25.0,f,25-34
96836,SB,2007,9.0,f,35-44
102605,SB,2007,10.0,f,45-54
73760,SB,2007,5.0,f,5-14
108374,SB,2007,5.0,f,55-64
21839,SB,2007,5.0,m,0-14
27608,SB,2007,15.0,m,15-24
33377,SB,2007,16.0,m,25-34
39146,SB,2007,12.0,m,35-44
44915,SB,2007,9.0,m,45-54
16070,SB,2007,5.0,m,5-14
50684,SB,2007,8.0,m,55-64
79530,SB,2008,4.0,f,0-14
85299,SB,2008,13.0,f,15-24
91068,SB,2008,23.0,f,25-34
96837,SB,2008,11.0,f,35-44
102606,SB,2008,13.0,f,45-54
73761,SB,2008,4.0,f,5-14
108375,SB,2008,3.0,f,55-64
21840,SB,2008,3.0,m,0-14
27609,SB,2008,17.0,m,15-24
33378,SB,2008,12.0,m,25-34
39147,SB,2008,11.0,m,35-44
44916,SB,2008,10.0,m,45-54
16071,SB,2008,3.0,m,5-14
50685,SB,2008,11.0,m,55-64
79544,SC,1995,0.0,f,0-14
85313,SC,1995,0.0,f,15-24
91082,SC,1995,1.0,f,25-34
96851,SC,1995,0.0,f,35-44
102620,SC,1995,0.0,f,45-54
108389,SC,1995,0.0,f,55-64
21854,SC,1995,0.0,m,0-14
27623,SC,1995,2.0,m,15-24
33392,SC,1995,0.0,m,25-34
39161,SC,1995,1.0,m,35-44
44930,SC,1995,1.0,m,45-54
50699,SC,1995,2.0,m,55-64
79545,SC,1996,0.0,f,0-14
85314,SC,1996,1.0,f,15-24
91083,SC,1996,0.0,f,25-34
96852,SC,1996,0.0,f,35-44
102621,SC,1996,0.0,f,45-54
108390,SC,1996,1.0,f,55-64
21855,SC,1996,0.0,m,0-14
27624,SC,1996,0.0,m,15-24
33393,SC,1996,1.0,m,25-34
39162,SC,1996,3.0,m,35-44
44931,SC,1996,1.0,m,45-54
50700,SC,1996,1.0,m,55-64
79546,SC,1997,0.0,f,0-14
85315,SC,1997,1.0,f,15-24
91084,SC,1997,0.0,f,25-34
96853,SC,1997,0.0,f,35-44
102622,SC,1997,0.0,f,45-54
108391,SC,1997,1.0,f,55-64
21856,SC,1997,0.0,m,0-14
27625,SC,1997,1.0,m,15-24
33394,SC,1997,2.0,m,25-34
39163,SC,1997,2.0,m,35-44
44932,SC,1997,1.0,m,45-54
50701,SC,1997,1.0,m,55-64
79547,SC,1998,0.0,f,0-14
85316,SC,1998,0.0,f,15-24
91085,SC,1998,0.0,f,25-34
96854,SC,1998,1.0,f,35-44
102623,SC,1998,0.0,f,45-54
108392,SC,1998,1.0,f,55-64
21857,SC,1998,0.0,m,0-14
27626,SC,1998,0.0,m,15-24
33395,SC,1998,1.0,m,25-34
39164,SC,1998,3.0,m,35-44
44933,SC,1998,2.0,m,45-54
50702,SC,1998,1.0,m,55-64
91087,SC,2000,1.0,f,25-34
96856,SC,2000,0.0,f,35-44
102625,SC,2000,1.0,f,45-54
108394,SC,2000,1.0,f,55-64
33397,SC,2000,2.0,m,25-34
39166,SC,2000,4.0,m,35-44
44935,SC,2000,1.0,m,45-54
50704,SC,2000,1.0,m,55-64
79550,SC,2001,0.0,f,0-14
85319,SC,2001,0.0,f,15-24
91088,SC,2001,2.0,f,25-34
96857,SC,2001,0.0,f,35-44
102626,SC,2001,1.0,f,45-54
108395,SC,2001,0.0,f,55-64
21860,SC,2001,0.0,m,0-14
27629,SC,2001,0.0,m,15-24
33398,SC,2001,2.0,m,25-34
39167,SC,2001,4.0,m,35-44
44936,SC,2001,0.0,m,45-54
50705,SC,2001,2.0,m,55-64
79551,SC,2002,0.0,f,0-14
85320,SC,2002,0.0,f,15-24
91089,SC,2002,0.0,f,25-34
96858,SC,2002,0.0,f,35-44
102627,SC,2002,0.0,f,45-54
108396,SC,2002,0.0,f,55-64
21861,SC,2002,0.0,m,0-14
27630,SC,2002,1.0,m,15-24
33399,SC,2002,3.0,m,25-34
39168,SC,2002,1.0,m,35-44
44937,SC,2002,0.0,m,45-54
50706,SC,2002,1.0,m,55-64
79552,SC,2003,0.0,f,0-14
85321,SC,2003,0.0,f,15-24
91090,SC,2003,0.0,f,25-34
96859,SC,2003,0.0,f,35-44
102628,SC,2003,0.0,f,45-54
108397,SC,2003,0.0,f,55-64
21862,SC,2003,0.0,m,0-14
27631,SC,2003,1.0,m,15-24
33400,SC,2003,0.0,m,25-34
39169,SC,2003,0.0,m,35-44
44938,SC,2003,1.0,m,45-54
50707,SC,2003,2.0,m,55-64
79553,SC,2004,0.0,f,0-14
85322,SC,2004,0.0,f,15-24
91091,SC,2004,1.0,f,25-34
96860,SC,2004,2.0,f,35-44
102629,SC,2004,2.0,f,45-54
108398,SC,2004,1.0,f,55-64
21863,SC,2004,0.0,m,0-14
27632,SC,2004,0.0,m,15-24
33401,SC,2004,2.0,m,25-34
39170,SC,2004,0.0,m,35-44
44939,SC,2004,3.0,m,45-54
50708,SC,2004,2.0,m,55-64
79554,SC,2005,0.0,f,0-14
85323,SC,2005,0.0,f,15-24
91092,SC,2005,1.0,f,25-34
96861,SC,2005,1.0,f,35-44
102630,SC,2005,0.0,f,45-54
108399,SC,2005,0.0,f,55-64
21864,SC,2005,0.0,m,0-14
27633,SC,2005,2.0,m,15-24
33402,SC,2005,1.0,m,25-34
39171,SC,2005,2.0,m,35-44
44940,SC,2005,1.0,m,45-54
50709,SC,2005,0.0,m,55-64
79557,SC,2008,0.0,f,0-14
85326,SC,2008,0.0,f,15-24
91095,SC,2008,0.0,f,25-34
96864,SC,2008,0.0,f,35-44
102633,SC,2008,0.0,f,45-54
73788,SC,2008,0.0,f,5-14
108402,SC,2008,0.0,f,55-64
21867,SC,2008,0.0,m,0-14
27636,SC,2008,0.0,m,15-24
33405,SC,2008,1.0,m,25-34
39174,SC,2008,0.0,m,35-44
44943,SC,2008,1.0,m,45-54
16098,SC,2008,0.0,m,5-14
50712,SC,2008,0.0,m,55-64
79570,SD,1995,359.0,f,0-14
85339,SD,1995,490.0,f,15-24
91108,SD,1995,613.0,f,25-34
96877,SD,1995,299.0,f,35-44
102646,SD,1995,403.0,f,45-54
108415,SD,1995,342.0,f,55-64
21880,SD,1995,250.0,m,0-14
27649,SD,1995,604.0,m,15-24
33418,SD,1995,796.0,m,25-34
39187,SD,1995,634.0,m,35-44
44956,SD,1995,486.0,m,45-54
50725,SD,1995,362.0,m,55-64
79573,SD,1998,680.0,f,0-14
85342,SD,1998,875.0,f,15-24
91111,SD,1998,1036.0,f,25-34
96880,SD,1998,723.0,f,35-44
102649,SD,1998,528.0,f,45-54
108418,SD,1998,356.0,f,55-64
21883,SD,1998,805.0,m,0-14
27652,SD,1998,1079.0,m,15-24
33421,SD,1998,1533.0,m,25-34
39190,SD,1998,1133.0,m,35-44
44959,SD,1998,820.0,m,45-54
50728,SD,1998,523.0,m,55-64
79574,SD,1999,903.0,f,0-14
85343,SD,1999,1035.0,f,15-24
91112,SD,1999,1111.0,f,25-34
96881,SD,1999,1104.0,f,35-44
102650,SD,1999,817.0,f,45-54
108419,SD,1999,594.0,f,55-64
21884,SD,1999,842.0,m,0-14
27653,SD,1999,1100.0,m,15-24
33422,SD,1999,1456.0,m,25-34
39191,SD,1999,1270.0,m,35-44
44960,SD,1999,978.0,m,45-54
50729,SD,1999,841.0,m,55-64
79575,SD,2000,817.0,f,0-14
85344,SD,2000,925.0,f,15-24
91113,SD,2000,1134.0,f,25-34
96882,SD,2000,905.0,f,35-44
102651,SD,2000,771.0,f,45-54
108420,SD,2000,327.0,f,55-64
21885,SD,2000,785.0,m,0-14
27654,SD,2000,1028.0,m,15-24
33423,SD,2000,1511.0,m,25-34
39192,SD,2000,1351.0,m,35-44
44961,SD,2000,1119.0,m,45-54
50730,SD,2000,638.0,m,55-64
79576,SD,2001,590.0,f,0-14
85345,SD,2001,787.0,f,15-24
91114,SD,2001,910.0,f,25-34
96883,SD,2001,715.0,f,35-44
102652,SD,2001,467.0,f,45-54
108421,SD,2001,212.0,f,55-64
21886,SD,2001,732.0,m,0-14
27655,SD,2001,1018.0,m,15-24
33424,SD,2001,1368.0,m,25-34
39193,SD,2001,1085.0,m,35-44
44962,SD,2001,777.0,m,45-54
50731,SD,2001,462.0,m,55-64
79577,SD,2002,498.0,f,0-14
85346,SD,2002,865.0,f,15-24
91115,SD,2002,1007.0,f,25-34
96884,SD,2002,840.0,f,35-44
102653,SD,2002,523.0,f,45-54
108422,SD,2002,275.0,f,55-64
21887,SD,2002,559.0,m,0-14
27656,SD,2002,1171.0,m,15-24
33425,SD,2002,1494.0,m,25-34
39194,SD,2002,1168.0,m,35-44
44963,SD,2002,852.0,m,45-54
50732,SD,2002,511.0,m,55-64
79578,SD,2003,443.0,f,0-14
85347,SD,2003,881.0,f,15-24
91116,SD,2003,1052.0,f,25-34
96885,SD,2003,879.0,f,35-44
102654,SD,2003,562.0,f,45-54
108423,SD,2003,384.0,f,55-64
21888,SD,2003,489.0,m,0-14
27657,SD,2003,1195.0,m,15-24
33426,SD,2003,1644.0,m,25-34
39195,SD,2003,1271.0,m,35-44
44964,SD,2003,856.0,m,45-54
50733,SD,2003,645.0,m,55-64
79579,SD,2004,426.0,f,0-14
85348,SD,2004,978.0,f,15-24
91117,SD,2004,1187.0,f,25-34
96886,SD,2004,897.0,f,35-44
102655,SD,2004,601.0,f,45-54
108424,SD,2004,400.0,f,55-64
21889,SD,2004,537.0,m,0-14
27658,SD,2004,1377.0,m,15-24
33427,SD,2004,1791.0,m,25-34
39196,SD,2004,1465.0,m,35-44
44965,SD,2004,1035.0,m,45-54
50734,SD,2004,697.0,m,55-64
79580,SD,2005,381.0,f,0-14
85349,SD,2005,1102.0,f,15-24
91118,SD,2005,1203.0,f,25-34
96887,SD,2005,978.0,f,35-44
102656,SD,2005,729.0,f,45-54
108425,SD,2005,411.0,f,55-64
21890,SD,2005,425.0,m,0-14
27659,SD,2005,1358.0,m,15-24
33428,SD,2005,1990.0,m,25-34
39197,SD,2005,1541.0,m,35-44
44966,SD,2005,1151.0,m,45-54
50735,SD,2005,724.0,m,55-64
79581,SD,2006,312.0,f,0-14
85350,SD,2006,965.0,f,15-24
91119,SD,2006,1108.0,f,25-34
96888,SD,2006,948.0,f,35-44
102657,SD,2006,763.0,f,45-54
73812,SD,2006,0.0,f,5-14
108426,SD,2006,442.0,f,55-64
21891,SD,2006,297.0,m,0-14
27660,SD,2006,1351.0,m,15-24
33429,SD,2006,1890.0,m,25-34
39198,SD,2006,1504.0,m,35-44
44967,SD,2006,1102.0,m,45-54
16122,SD,2006,0.0,m,5-14
50736,SD,2006,710.0,m,55-64
79582,SD,2007,334.0,f,0-14
85351,SD,2007,992.0,f,15-24
91120,SD,2007,1318.0,f,25-34
96889,SD,2007,990.0,f,35-44
102658,SD,2007,729.0,f,45-54
108427,SD,2007,467.0,f,55-64
21892,SD,2007,288.0,m,0-14
27661,SD,2007,1355.0,m,15-24
33430,SD,2007,1903.0,m,25-34
39199,SD,2007,1540.0,m,35-44
44968,SD,2007,1102.0,m,45-54
50737,SD,2007,729.0,m,55-64
79583,SD,2008,321.0,f,0-14
85352,SD,2008,850.0,f,15-24
91121,SD,2008,962.0,f,25-34
96890,SD,2008,841.0,f,35-44
102659,SD,2008,601.0,f,45-54
73814,SD,2008,280.0,f,5-14
108428,SD,2008,344.0,f,55-64
21893,SD,2008,317.0,m,0-14
27662,SD,2008,1241.0,m,15-24
33431,SD,2008,1740.0,m,25-34
39200,SD,2008,1301.0,m,35-44
44969,SD,2008,903.0,m,45-54
16124,SD,2008,277.0,m,5-14
50738,SD,2008,610.0,m,55-64
79599,SE,1995,0.0,f,0-14
85368,SE,1995,10.0,f,15-24
91137,SE,1995,13.0,f,25-34
96906,SE,1995,5.0,f,35-44
102675,SE,1995,5.0,f,45-54
108444,SE,1995,4.0,f,55-64
21909,SE,1995,1.0,m,0-14
27678,SE,1995,5.0,m,15-24
33447,SE,1995,12.0,m,25-34
39216,SE,1995,8.0,m,35-44
44985,SE,1995,5.0,m,45-54
50754,SE,1995,4.0,m,55-64
79600,SE,1996,1.0,f,0-14
85369,SE,1996,4.0,f,15-24
91138,SE,1996,10.0,f,25-34
96907,SE,1996,4.0,f,35-44
102676,SE,1996,1.0,f,45-54
108445,SE,1996,6.0,f,55-64
21910,SE,1996,1.0,m,0-14
27679,SE,1996,11.0,m,15-24
33448,SE,1996,8.0,m,25-34
39217,SE,1996,3.0,m,35-44
44986,SE,1996,5.0,m,45-54
50755,SE,1996,5.0,m,55-64
79601,SE,1997,2.0,f,0-14
85370,SE,1997,10.0,f,15-24
91139,SE,1997,8.0,f,25-34
96908,SE,1997,9.0,f,35-44
102677,SE,1997,2.0,f,45-54
108446,SE,1997,3.0,f,55-64
21911,SE,1997,0.0,m,0-14
27680,SE,1997,6.0,m,15-24
33449,SE,1997,9.0,m,25-34
39218,SE,1997,13.0,m,35-44
44987,SE,1997,5.0,m,45-54
50756,SE,1997,0.0,m,55-64
79602,SE,1998,1.0,f,0-14
85371,SE,1998,10.0,f,15-24
91140,SE,1998,15.0,f,25-34
96909,SE,1998,5.0,f,35-44
102678,SE,1998,0.0,f,45-54
108447,SE,1998,2.0,f,55-64
21912,SE,1998,2.0,m,0-14
27681,SE,1998,6.0,m,15-24
33450,SE,1998,9.0,m,25-34
39219,SE,1998,3.0,m,35-44
44988,SE,1998,8.0,m,45-54
50757,SE,1998,3.0,m,55-64
79603,SE,1999,1.0,f,0-14
85372,SE,1999,7.0,f,15-24
91141,SE,1999,14.0,f,25-34
96910,SE,1999,7.0,f,35-44
102679,SE,1999,3.0,f,45-54
108448,SE,1999,2.0,f,55-64
21913,SE,1999,0.0,m,0-14
27682,SE,1999,13.0,m,15-24
33451,SE,1999,18.0,m,25-34
39220,SE,1999,12.0,m,35-44
44989,SE,1999,5.0,m,45-54
50758,SE,1999,2.0,m,55-64
79604,SE,2000,1.0,f,0-14
85373,SE,2000,9.0,f,15-24
91142,SE,2000,8.0,f,25-34
96911,SE,2000,10.0,f,35-44
102680,SE,2000,2.0,f,45-54
108449,SE,2000,2.0,f,55-64
21914,SE,2000,0.0,m,0-14
27683,SE,2000,9.0,m,15-24
33452,SE,2000,10.0,m,25-34
39221,SE,2000,12.0,m,35-44
44990,SE,2000,11.0,m,45-54
50759,SE,2000,4.0,m,55-64
79605,SE,2001,1.0,f,0-14
85374,SE,2001,4.0,f,15-24
91143,SE,2001,12.0,f,25-34
96912,SE,2001,8.0,f,35-44
102681,SE,2001,2.0,f,45-54
108450,SE,2001,2.0,f,55-64
21915,SE,2001,1.0,m,0-14
27684,SE,2001,10.0,m,15-24
33453,SE,2001,15.0,m,25-34
39222,SE,2001,5.0,m,35-44
44991,SE,2001,3.0,m,45-54
50760,SE,2001,1.0,m,55-64
79606,SE,2002,0.0,f,0-14
85375,SE,2002,11.0,f,15-24
91144,SE,2002,14.0,f,25-34
96913,SE,2002,8.0,f,35-44
102682,SE,2002,7.0,f,45-54
108451,SE,2002,2.0,f,55-64
21916,SE,2002,0.0,m,0-14
27685,SE,2002,6.0,m,15-24
33454,SE,2002,15.0,m,25-34
39223,SE,2002,10.0,m,35-44
44992,SE,2002,8.0,m,45-54
50761,SE,2002,7.0,m,55-64
79607,SE,2003,0.0,f,0-14
85376,SE,2003,10.0,f,15-24
91145,SE,2003,18.0,f,25-34
96914,SE,2003,6.0,f,35-44
102683,SE,2003,2.0,f,45-54
108452,SE,2003,0.0,f,55-64
21917,SE,2003,0.0,m,0-14
27686,SE,2003,8.0,m,15-24
33455,SE,2003,14.0,m,25-34
39224,SE,2003,12.0,m,35-44
44993,SE,2003,4.0,m,45-54
50762,SE,2003,5.0,m,55-64
79608,SE,2004,0.0,f,0-14
85377,SE,2004,11.0,f,15-24
91146,SE,2004,11.0,f,25-34
96915,SE,2004,13.0,f,35-44
102684,SE,2004,2.0,f,45-54
108453,SE,2004,3.0,f,55-64
21918,SE,2004,1.0,m,0-14
27687,SE,2004,10.0,m,15-24
33456,SE,2004,19.0,m,25-34
39225,SE,2004,8.0,m,35-44
44994,SE,2004,8.0,m,45-54
50763,SE,2004,12.0,m,55-64
79609,SE,2005,1.0,f,0-14
85378,SE,2005,10.0,f,15-24
91147,SE,2005,15.0,f,25-34
96916,SE,2005,12.0,f,35-44
102685,SE,2005,5.0,f,45-54
73840,SE,2005,1.0,f,5-14
108454,SE,2005,3.0,f,55-64
21919,SE,2005,0.0,m,0-14
27688,SE,2005,7.0,m,15-24
33457,SE,2005,21.0,m,25-34
39226,SE,2005,16.0,m,35-44
44995,SE,2005,10.0,m,45-54
16150,SE,2005,0.0,m,5-14
50764,SE,2005,5.0,m,55-64
79610,SE,2006,1.0,f,0-14
85379,SE,2006,12.0,f,15-24
91148,SE,2006,14.0,f,25-34
96917,SE,2006,9.0,f,35-44
102686,SE,2006,1.0,f,45-54
73841,SE,2006,1.0,f,5-14
108455,SE,2006,2.0,f,55-64
21920,SE,2006,0.0,m,0-14
27689,SE,2006,4.0,m,15-24
33458,SE,2006,15.0,m,25-34
39227,SE,2006,14.0,m,35-44
44996,SE,2006,5.0,m,45-54
16151,SE,2006,0.0,m,5-14
50765,SE,2006,3.0,m,55-64
79611,SE,2007,1.0,f,0-14
85380,SE,2007,5.0,f,15-24
91149,SE,2007,11.0,f,25-34
96918,SE,2007,8.0,f,35-44
102687,SE,2007,4.0,f,45-54
73842,SE,2007,1.0,f,5-14
108456,SE,2007,1.0,f,55-64
21921,SE,2007,0.0,m,0-14
27690,SE,2007,7.0,m,15-24
33459,SE,2007,20.0,m,25-34
39228,SE,2007,10.0,m,35-44
44997,SE,2007,5.0,m,45-54
16152,SE,2007,0.0,m,5-14
50766,SE,2007,3.0,m,55-64
79612,SE,2008,0.0,f,0-14
85381,SE,2008,12.0,f,15-24
91150,SE,2008,13.0,f,25-34
96919,SE,2008,5.0,f,35-44
102688,SE,2008,4.0,f,45-54
73843,SE,2008,0.0,f,5-14
108457,SE,2008,1.0,f,55-64
21922,SE,2008,0.0,m,0-14
27691,SE,2008,14.0,m,15-24
33460,SE,2008,15.0,m,25-34
39229,SE,2008,9.0,m,35-44
44998,SE,2008,5.0,m,45-54
16153,SE,2008,0.0,m,5-14
50767,SE,2008,7.0,m,55-64
79628,SG,1995,1.0,f,0-14
85397,SG,1995,8.0,f,15-24
91166,SG,1995,18.0,f,25-34
96935,SG,1995,21.0,f,35-44
102704,SG,1995,22.0,f,45-54
108473,SG,1995,19.0,f,55-64
21938,SG,1995,0.0,m,0-14
27707,SG,1995,9.0,m,15-24
33476,SG,1995,40.0,m,25-34
39245,SG,1995,60.0,m,35-44
45014,SG,1995,62.0,m,45-54
50783,SG,1995,70.0,m,55-64
79630,SG,1997,0.0,f,0-14
85399,SG,1997,11.0,f,15-24
91168,SG,1997,16.0,f,25-34
96937,SG,1997,12.0,f,35-44
102706,SG,1997,16.0,f,45-54
108475,SG,1997,12.0,f,55-64
21940,SG,1997,0.0,m,0-14
27709,SG,1997,8.0,m,15-24
33478,SG,1997,27.0,m,25-34
39247,SG,1997,49.0,m,35-44
45016,SG,1997,60.0,m,45-54
50785,SG,1997,88.0,m,55-64
79631,SG,1998,2.0,f,0-14
85400,SG,1998,6.0,f,15-24
91169,SG,1998,18.0,f,25-34
96938,SG,1998,11.0,f,35-44
102707,SG,1998,20.0,f,45-54
108476,SG,1998,25.0,f,55-64
21941,SG,1998,1.0,m,0-14
27710,SG,1998,9.0,m,15-24
33479,SG,1998,36.0,m,25-34
39248,SG,1998,70.0,m,35-44
45017,SG,1998,63.0,m,45-54
50786,SG,1998,81.0,m,55-64
79632,SG,1999,0.0,f,0-14
85401,SG,1999,12.0,f,15-24
91170,SG,1999,21.0,f,25-34
96939,SG,1999,18.0,f,35-44
102708,SG,1999,23.0,f,45-54
108477,SG,1999,17.0,f,55-64
21942,SG,1999,0.0,m,0-14
27711,SG,1999,18.0,m,15-24
33480,SG,1999,23.0,m,25-34
39249,SG,1999,41.0,m,35-44
45018,SG,1999,72.0,m,45-54
50787,SG,1999,55.0,m,55-64
79633,SG,2000,1.0,f,0-14
85402,SG,2000,9.0,f,15-24
91171,SG,2000,8.0,f,25-34
96940,SG,2000,7.0,f,35-44
102709,SG,2000,9.0,f,45-54
108478,SG,2000,5.0,f,55-64
21943,SG,2000,1.0,m,0-14
27712,SG,2000,8.0,m,15-24
33481,SG,2000,9.0,m,25-34
39250,SG,2000,34.0,m,35-44
45019,SG,2000,51.0,m,45-54
50788,SG,2000,26.0,m,55-64
79634,SG,2001,1.0,f,0-14
85403,SG,2001,5.0,f,15-24
91172,SG,2001,7.0,f,25-34
96941,SG,2001,19.0,f,35-44
102710,SG,2001,15.0,f,45-54
108479,SG,2001,9.0,f,55-64
21944,SG,2001,1.0,m,0-14
27713,SG,2001,6.0,m,15-24
33482,SG,2001,19.0,m,25-34
39251,SG,2001,39.0,m,35-44
45020,SG,2001,70.0,m,45-54
50789,SG,2001,66.0,m,55-64
79635,SG,2002,2.0,f,0-14
85404,SG,2002,10.0,f,15-24
91173,SG,2002,15.0,f,25-34
96942,SG,2002,30.0,f,35-44
102711,SG,2002,32.0,f,45-54
108480,SG,2002,24.0,f,55-64
21945,SG,2002,0.0,m,0-14
27714,SG,2002,14.0,m,15-24
33483,SG,2002,28.0,m,25-34
39252,SG,2002,73.0,m,35-44
45021,SG,2002,88.0,m,45-54
50790,SG,2002,65.0,m,55-64
79636,SG,2003,0.0,f,0-14
85405,SG,2003,6.0,f,15-24
91174,SG,2003,26.0,f,25-34
96943,SG,2003,30.0,f,35-44
102712,SG,2003,20.0,f,45-54
108481,SG,2003,20.0,f,55-64
21946,SG,2003,1.0,m,0-14
27715,SG,2003,17.0,m,15-24
33484,SG,2003,28.0,m,25-34
39253,SG,2003,68.0,m,35-44
45022,SG,2003,96.0,m,45-54
50791,SG,2003,80.0,m,55-64
79637,SG,2004,0.0,f,0-14
85406,SG,2004,6.0,f,15-24
91175,SG,2004,15.0,f,25-34
96944,SG,2004,18.0,f,35-44
102713,SG,2004,17.0,f,45-54
108482,SG,2004,19.0,f,55-64
21947,SG,2004,1.0,m,0-14
27716,SG,2004,12.0,m,15-24
33485,SG,2004,32.0,m,25-34
39254,SG,2004,56.0,m,35-44
45023,SG,2004,83.0,m,45-54
50792,SG,2004,75.0,m,55-64
79638,SG,2005,0.0,f,0-14
85407,SG,2005,5.0,f,15-24
91176,SG,2005,20.0,f,25-34
96945,SG,2005,33.0,f,35-44
102714,SG,2005,29.0,f,45-54
108483,SG,2005,20.0,f,55-64
21948,SG,2005,0.0,m,0-14
27717,SG,2005,8.0,m,15-24
33486,SG,2005,25.0,m,25-34
39255,SG,2005,61.0,m,35-44
45024,SG,2005,94.0,m,45-54
50793,SG,2005,96.0,m,55-64
79639,SG,2006,0.0,f,0-14
85408,SG,2006,19.0,f,15-24
91177,SG,2006,22.0,f,25-34
96946,SG,2006,22.0,f,35-44
102715,SG,2006,22.0,f,45-54
73870,SG,2006,0.0,f,5-14
108484,SG,2006,27.0,f,55-64
21949,SG,2006,2.0,m,0-14
27718,SG,2006,7.0,m,15-24
33487,SG,2006,31.0,m,25-34
39256,SG,2006,67.0,m,35-44
45025,SG,2006,107.0,m,45-54
16180,SG,2006,1.0,m,5-14
50794,SG,2006,75.0,m,55-64
79640,SG,2007,1.0,f,0-14
85409,SG,2007,13.0,f,15-24
91178,SG,2007,13.0,f,25-34
96947,SG,2007,25.0,f,35-44
102716,SG,2007,23.0,f,45-54
73871,SG,2007,1.0,f,5-14
108485,SG,2007,11.0,f,55-64
21950,SG,2007,0.0,m,0-14
27719,SG,2007,15.0,m,15-24
33488,SG,2007,18.0,m,25-34
39257,SG,2007,63.0,m,35-44
45026,SG,2007,98.0,m,45-54
16181,SG,2007,0.0,m,5-14
50795,SG,2007,80.0,m,55-64
79641,SG,2008,0.0,f,0-14
85410,SG,2008,9.0,f,15-24
91179,SG,2008,16.0,f,25-34
96948,SG,2008,20.0,f,35-44
102717,SG,2008,26.0,f,45-54
73872,SG,2008,0.0,f,5-14
108486,SG,2008,17.0,f,55-64
21951,SG,2008,0.0,m,0-14
27720,SG,2008,10.0,m,15-24
33489,SG,2008,21.0,m,25-34
39258,SG,2008,46.0,m,35-44
45027,SG,2008,106.0,m,45-54
16182,SG,2008,0.0,m,5-14
50796,SG,2008,94.0,m,55-64
79657,SI,1995,0.0,f,0-14
85426,SI,1995,7.0,f,15-24
91195,SI,1995,24.0,f,25-34
96964,SI,1995,11.0,f,35-44
102733,SI,1995,9.0,f,45-54
108502,SI,1995,5.0,f,55-64
21967,SI,1995,1.0,m,0-14
27736,SI,1995,13.0,m,15-24
33505,SI,1995,39.0,m,25-34
39274,SI,1995,63.0,m,35-44
45043,SI,1995,36.0,m,45-54
50812,SI,1995,26.0,m,55-64
79658,SI,1996,0.0,f,0-14
85427,SI,1996,8.0,f,15-24
91196,SI,1996,15.0,f,25-34
96965,SI,1996,9.0,f,35-44
102734,SI,1996,7.0,f,45-54
108503,SI,1996,7.0,f,55-64
21968,SI,1996,0.0,m,0-14
27737,SI,1996,5.0,m,15-24
33506,SI,1996,27.0,m,25-34
39275,SI,1996,46.0,m,35-44
45044,SI,1996,37.0,m,45-54
50813,SI,1996,28.0,m,55-64
79659,SI,1997,0.0,f,0-14
85428,SI,1997,8.0,f,15-24
91197,SI,1997,15.0,f,25-34
96966,SI,1997,8.0,f,35-44
102735,SI,1997,1.0,f,45-54
108504,SI,1997,4.0,f,55-64
21969,SI,1997,0.0,m,0-14
27738,SI,1997,4.0,m,15-24
33507,SI,1997,16.0,m,25-34
39276,SI,1997,33.0,m,35-44
45045,SI,1997,19.0,m,45-54
50814,SI,1997,15.0,m,55-64
79660,SI,1998,0.0,f,0-14
85429,SI,1998,8.0,f,15-24
91198,SI,1998,12.0,f,25-34
96967,SI,1998,10.0,f,35-44
